_id,user,bio,bio_tokens,class
5fc12204fd802e608f9844f9,802757873562361856," """"#\ud835\udc18\ud835\udc0e\ud835\udc0e\ud835\udc0d\ud835\udc06\ud835\udc08 : (she/her)""""","[""ud835"",""udc18"",""ud835"",""udc0e"",""ud835"",""udc0e"",""ud835"",""udc0d"",""ud835"",""udc06"",""ud835"",""udc08"",""she"",""her""]",False
5fc12204fd802e608f9844fa,3407167749," """"jin biased  wrecked by hoseok. bts is my everything. i'm totally gay for mamamoo.""""","[""jin"",""biased"",""wrecked"",""by"",""hoseok"",""bts"",""is"",""my"",""everything"",""i"",""m"",""totally"",""gay"",""for"",""mamamoo""]",True
5fc12204fd802e608f9844fb,841863472073830400," """"safe space for my interests | future doctor black girl magic lover since forever | bts army: est. oct. 2019 txt moa: est. oct. 2019""""","[""safe"",""space"",""for"",""my"",""interests"",""future"",""doctor"",""black"",""girl"",""magic"",""lover"",""since"",""forever"",""bts"",""army"",""est"",""oct"",""2019"",""txt"",""moa"",""est"",""oct"",""2019""]",True
5fc12204fd802e608f9844fc,1102034758429757440," """"#7toeternitywithbts fan account | doctor | muslim | she/her\nrant: @unfilteredchat""""","[""7toeternitywithbts"",""fan"",""account"",""doctor"",""muslim"",""she"",""her"",""nrant"",""unfilteredchat""]",True
5fc12204fd802e608f9844fd,820677678344847360," """"johnny depp\u2764\ufe0f im just taking it one step at a time @bts_twt uk army apart of @bts_twt army  jimin\ud83d\ude18\ud83d\udc9c\ud83d\udc9c\ud83d\udc9a\ud83d\udc9a""""","[""johnny"",""depp"",""u2764"",""ufe0f"",""im"",""just"",""taking"",""it"",""one"",""step"",""at"",""a"",""time"",""bts_twt"",""uk"",""army"",""apart"",""of"",""bts_twt"",""army"",""jimin"",""ud83d"",""ude18"",""ud83d"",""udc9c"",""ud83d"",""udc9c"",""ud83d"",""udc9a"",""ud83d"",""udc9a""]",True
5fc12204fd802e608f9844fe,1044326831023943687," """"plant-based","[""plant"",""based""]",False
5fc12204fd802e608f9844ff,746660336154058753," """"a rainbow in someone's cloud\ud83c\udf08\u2601\ufe0f\ud83d\udc99\n                         {she/her} ","[""a"",""rainbow"",""in"",""someone"",""s"",""cloud"",""ud83c"",""udf08"",""u2601"",""ufe0f"",""ud83d"",""udc99"",""n"",""she"",""her""]",False
5fc12204fd802e608f984500,746660336154058753," """"a rainbow in someone's cloud\ud83c\udf08\u2601\ufe0f\ud83d\udc99\n                         {she/her} ","[""a"",""rainbow"",""in"",""someone"",""s"",""cloud"",""ud83c"",""udf08"",""u2601"",""ufe0f"",""ud83d"",""udc99"",""n"",""she"",""her""]",False
5fc12204fd802e608f984501,999785380072177664," """"only here to support bts","[""only"",""here"",""to"",""support"",""bts""]",True
5fc12204fd802e608f984502,1081491020364300289," """"i\u2019m diamond  you know i glow up.","[""i"",""u2019m"",""diamond"",""you"",""know"",""i"",""glow"",""up""]",False
5fc12204fd802e608f984503,753710560429039617," """"@bts_twt fan account. i block free follow accounts. 10/6/18  metlife 5/18/19\ud83d\udc9c""""","[""bts_twt"",""fan"",""account"",""i"",""block"",""free"",""follow"",""accounts"",""10"",""6"",""18"",""metlife"",""5"",""18"",""19"",""ud83d"",""udc9c""]",True
5fc12204fd802e608f984504,1167905865170661376," """"@bts_twt fan account""""","[""bts_twt"",""fan"",""account""]",True
5fc12204fd802e608f984505,263188025," """"24 years old fan account for @bts_twt proud army! 'life goes on  let's live on' bts  un 2020","[""24"",""years"",""old"",""fan"",""account"",""for"",""bts_twt"",""proud"",""army"",""life"",""goes"",""on"",""let"",""s"",""live"",""on"",""bts"",""un"",""2020""]",True
5fc12204fd802e608f984506,1102034758429757440," """"#7toeternitywithbts fan account | doctor | muslim | she/her\nrant: @unfilteredchat""""","[""7toeternitywithbts"",""fan"",""account"",""doctor"",""muslim"",""she"",""her"",""nrant"",""unfilteredchat""]",True
5fc12204fd802e608f984507,1142052996743700482," """"new account\n0t7 bts""""","[""new"",""account"",""n0t7"",""bts""]",True
5fc12204fd802e608f984508,56304179," """"2014. the genre is bts. yoonmin visual.""""","[""2014"",""the"",""genre"",""is"",""bts"",""yoonmin"",""visual""]",True
5fc12204fd802e608f984509,1142052996743700482," """"new account\n0t7 bts""""","[""new"",""account"",""n0t7"",""bts""]",True
5fc12204fd802e608f98450a,26609422," """"biochemist   a caffeine dependent life form  mo[a]rmy","[""biochemist"",""a"",""caffeine"",""dependent"",""life"",""form"",""mo"",""a"",""rmy""]",False
5fc12204fd802e608f98450b,954413460636553216," """"hi :)""""","[""hi""]",False
5fc12204fd802e608f98450c,1230400783109251072," """"eternally ot7 fan account '91 liner | army vminie she/her""""","[""eternally"",""ot7"",""fan"",""account"",""91"",""liner"",""army"",""vminie"",""she"",""her""]",True
5fc12204fd802e608f98450d,132041957," """"just some random idiot who loves movies music and travelling. also talking about bts a lot :)""""","[""just"",""some"",""random"",""idiot"",""who"",""loves"",""movies"",""music"",""and"",""travelling"",""also"",""talking"",""about"",""bts"",""a"",""lot""]",True
5fc12204fd802e608f98450e,558634078," """"joon: it\u2019s a long way from i to u fuck  jklmnopqrst  i crossed all the letters and i reached you""""","[""joon"",""it"",""u2019s"",""a"",""long"",""way"",""from"",""i"",""to"",""u"",""fuck"",""jklmnopqrst"",""i"",""crossed"",""all"",""the"",""letters"",""and"",""i"",""reached"",""you""]",True
5fc12204fd802e608f98450f,918295628911915008," """"the genre is bts. if kpop is considered a genre  then bts is not kpop. if kpop is an industry then yes  bts is kpop  but their genre is bts\ud83d\udc85 the best genre\ud83d\ude18""""","[""the"",""genre"",""is"",""bts"",""if"",""kpop"",""is"",""considered"",""a"",""genre"",""then"",""bts"",""is"",""not"",""kpop"",""if"",""kpop"",""is"",""an"",""industry"",""then"",""yes"",""bts"",""is"",""kpop"",""but"",""their"",""genre"",""is"",""bts"",""ud83d"",""udc85"",""the"",""best"",""genre"",""ud83d"",""ude18""]",True
5fc12204fd802e608f984510,1136009215066202112," """"in the air sometimes""""","[""in"",""the"",""air"",""sometimes""]",False
5fc12204fd802e608f984511,1065740212389797889," """"just know  if you follow me get ready for a lot of bts content on your feed","[""just"",""know"",""if"",""you"",""follow"",""me"",""get"",""ready"",""for"",""a"",""lot"",""of"",""bts"",""content"",""on"",""your"",""feed""]",True
5fc12204fd802e608f984512,1251902182393368576," """"i suck at the talking thingy but i do that so much tw used to silenced me on dm's.\n\n25 . med student. \n\ns/h.""""","[""i"",""suck"",""at"",""the"",""talking"",""thingy"",""but"",""i"",""do"",""that"",""so"",""much"",""tw"",""used"",""to"",""silenced"",""me"",""on"",""dm"",""s"",""n"",""n25"",""med"",""student"",""n"",""ns"",""h""]",False
5fc12204fd802e608f984513,2982175340," """"the amazing world of bangtan","[""the"",""amazing"",""world"",""of"",""bangtan""]",True
5fc12204fd802e608f984514,1092955727214215173," """"(she/her) \nfan of bts not kpop.\ni'm a bts army not kpop stan.\nother interests: bangtan  tannies  beyond the scene  bulletproof boyscouts ","[""she"",""her"",""nfan"",""of"",""bts"",""not"",""kpop"",""ni"",""m"",""a"",""bts"",""army"",""not"",""kpop"",""stan"",""nother"",""interests"",""bangtan"",""tannies"",""beyond"",""the"",""scene"",""bulletproof"",""boyscouts""]",True
5fc12204fd802e608f984515,994891329825107970," """"even if i sleep a shrimp\u2019s sleep  my dreams are like that of a whale\u2019s || fan account @bts_twt rt-ing army's clappback!\u26a0""""","[""even"",""if"",""i"",""sleep"",""a"",""shrimp"",""u2019s"",""sleep"",""my"",""dreams"",""are"",""like"",""that"",""of"",""a"",""whale"",""u2019s"",""fan"",""account"",""bts_twt"",""rt"",""ing"",""army"",""s"",""clappback"",""u26a0""]",True
5fc12204fd802e608f984516,1006198505470349312," """"youtuber. fan.""""","[""youtuber"",""fan""]",False
5fc12204fd802e608f984517,1120441187670867969," """"i love you more than love ami- #rm 061320 #eternally7 | moarmybuddy  daileecode | fan account""""","[""i"",""love"",""you"",""more"",""than"",""love"",""ami"",""rm"",""061320"",""eternally7"",""moarmybuddy"",""daileecode"",""fan"",""account""]",True
5fc12204fd802e608f984518,1081491020364300289," """"i\u2019m diamond  you know i glow up.","[""i"",""u2019m"",""diamond"",""you"",""know"",""i"",""glow"",""up""]",False
5fc12204fd802e608f984519,967589986282356736," """"@maamsheila personal acc \nbts stan  txt fan acc  sb19 fan account   fan of anime  kdrama and jpop/kpop""""","[""maamsheila"",""personal"",""acc"",""nbts"",""stan"",""txt"",""fan"",""acc"",""sb19"",""fan"",""account"",""fan"",""of"",""anime"",""kdrama"",""and"",""jpop"",""kpop""]",False
5fc12204fd802e608f98451a,1191317269558824966," """"formerly @_bangtanbunny_ [she/her] an ot7 (bts) a.r.m.y since 2015. has a weakness for dimples. tweets too much  laughs at everything. an audiophile","[""formerly"",""_bangtanbunny_"",""she"",""her"",""an"",""ot7"",""bts"",""a"",""r"",""m"",""y"",""since"",""2015"",""has"",""a"",""weakness"",""for"",""dimples"",""tweets"",""too"",""much"",""laughs"",""at"",""everything"",""an"",""audiophile""]",True
5fc12204fd802e608f98451b,1167905865170661376," """"@bts_twt fan account""""","[""bts_twt"",""fan"",""account""]",True
5fc12204fd802e608f98451c,1122220091247079424," """"\u25aa rather be dead than cool\u25aa\n\n\u25cfa.r.m.y\u25cf\n\n\n(g)i-dle neverland\u2764\n\n\u25aataekook lover\u25aa\n\n\n\ud83c\uddf2\ud83c\uddfd\u2764\n\npsdt: regreso follow""""","[""u25aa"",""rather"",""be"",""dead"",""than"",""cool"",""u25aa"",""n"",""n"",""u25cfa"",""r"",""m"",""y"",""u25cf"",""n"",""n"",""n"",""g"",""i"",""dle"",""neverland"",""u2764"",""n"",""n"",""u25aataekook"",""lover"",""u25aa"",""n"",""n"",""n"",""ud83c"",""uddf2"",""ud83c"",""uddfd"",""u2764"",""n"",""npsdt"",""regreso"",""follow""]",False
5fc12204fd802e608f98451d,3931242563," """"21 .\n\nshe/her\u2640\ufe0f .\n\nnigerian .\n\npsychology with criminology graduate .\n\nfan + personal account .\n\nbts enthusiast .\n\n1/2 of @studio_090713 .\n\ncall me adaeze""""","[""21"",""n"",""nshe"",""her"",""u2640"",""ufe0f"",""n"",""nnigerian"",""n"",""npsychology"",""with"",""criminology"",""graduate"",""n"",""nfan"",""personal"",""account"",""n"",""nbts"",""enthusiast"",""n"",""n1"",""2"",""of"",""studio_090713"",""n"",""ncall"",""me"",""adaeze""]",False
5fc12204fd802e608f98451e,960607323457810432," """"uwu 23\n\nhttps://curiouscat.me/armyjamaica_ot7""""","[""uwu"",""23"",""n"",""nhttps"",""curiouscat"",""me"",""armyjamaica_ot7""]",False
5fc12204fd802e608f98451f,4262077017," """"\ud83d\udc25\ud83c\udf82 ~ why? do i look like billboard hot 100 no1 singer's fan...?""""","[""ud83d"",""udc25"",""ud83c"",""udf82"",""why"",""do"",""i"",""look"",""like"",""billboard"",""hot"",""100"",""no1"",""singer"",""s"",""fan""]",False
5fc12204fd802e608f984520,895368804745830400," """"typing bio...... she /her infp-t nam\ud83d\udc9c #blacklivesmatter""""","[""typing"",""bio"",""she"",""her"",""infp"",""t"",""nam"",""ud83d"",""udc9c"",""blacklivesmatter""]",False
5fc12204fd802e608f984521,1026499566747541504," """"#seokjin: is your ass jealous of the amount of shit that just came out of your mouth?\n\n//op spoliers//""""","[""seokjin"",""is"",""your"",""ass"",""jealous"",""of"",""the"",""amount"",""of"",""shit"",""that"",""just"",""came"",""out"",""of"",""your"",""mouth"",""n"",""n"",""op"",""spoliers""]",True
5fc12204fd802e608f984522,954413460636553216," """"hi :)""""","[""hi""]",False
5fc12204fd802e608f984523,895368804745830400," """"typing bio...... she /her infp-t nam\ud83d\udc9c #blacklivesmatter""""","[""typing"",""bio"",""she"",""her"",""infp"",""t"",""nam"",""ud83d"",""udc9c"",""blacklivesmatter""]",False
5fc12204fd802e608f984524,1063156679221633027," """"army senior  an engineer  sometimes an illustrator and writer 22-year old\n\ndynamite\u1d3a\u1d52\u00b9""""","[""army"",""senior"",""an"",""engineer"",""sometimes"",""an"",""illustrator"",""and"",""writer"",""22"",""year"",""old"",""n"",""ndynamite"",""u1d3a"",""u1d52"",""u00b9""]",True
5fc12204fd802e608f984525,908049637168308224," """"#jungkook: im sick of these bitches missing me n shit""""","[""jungkook"",""im"",""sick"",""of"",""these"",""bitches"",""missing"",""me"",""n"",""shit""]",True
5fc12204fd802e608f984526,1167905865170661376," """"@bts_twt fan account""""","[""bts_twt"",""fan"",""account""]",True
5fc12204fd802e608f984527,988588647845949440," """"\u201cwhat if i shouted with my entire heart? would my sincerity feel sincere?\""""""""","[""u201cwhat"",""if"",""i"",""shouted"",""with"",""my"",""entire"",""heart"",""would"",""my"",""sincerity"",""feel"",""sincere""]",False
5fc12204fd802e608f984528,1169791486944169984, nan,"[""nan""]",False
5fc12204fd802e608f984529,1037083040735010817," """"23. -acab-""""","[""23"",""acab""]",False
5fc12204fd802e608f98452a,1167905865170661376," """"@bts_twt fan account""""","[""bts_twt"",""fan"",""account""]",True
5fc12204fd802e608f98452b,1129768615337758720," """"ireumeun jungkook ~\nseukeireun jeonguk~\ud83d\udc30\n#blacklivesmatter""""","[""ireumeun"",""jungkook"",""nseukeireun"",""jeonguk"",""ud83d"",""udc30"",""n"",""blacklivesmatter""]",True
5fc12204fd802e608f98452c,963019504455335937," """"namjoon: hope my voice could reach you. no matter how far you are. with all of my heart.\nalso joon: i hate fish but i love fish.""""","[""namjoon"",""hope"",""my"",""voice"",""could"",""reach"",""you"",""no"",""matter"",""how"",""far"",""you"",""are"",""with"",""all"",""of"",""my"",""heart"",""nalso"",""joon"",""i"",""hate"",""fish"",""but"",""i"",""love"",""fish""]",True
5fc12204fd802e608f98452d,263188025," """"24 years old fan account for @bts_twt proud army! 'life goes on  let's live on' bts  un 2020","[""24"",""years"",""old"",""fan"",""account"",""for"",""bts_twt"",""proud"",""army"",""life"",""goes"",""on"",""let"",""s"",""live"",""on"",""bts"",""un"",""2020""]",True
5fc12204fd802e608f98452e,932734800657608704," """"army\ud83e\udd89- there're many things in this world you can't help  you better never mind. if you feel like you're going to crash  then step on it harder. \n| fan account""""","[""army"",""ud83e"",""udd89"",""there"",""re"",""many"",""things"",""in"",""this"",""world"",""you"",""can"",""t"",""help"",""you"",""better"",""never"",""mind"",""if"",""you"",""feel"",""like"",""you"",""re"",""going"",""to"",""crash"",""then"",""step"",""on"",""it"",""harder"",""n"",""fan"",""account""]",True
5fc12204fd802e608f98452f,26609422," """"biochemist   a caffeine dependent life form  mo[a]rmy","[""biochemist"",""a"",""caffeine"",""dependent"",""life"",""form"",""mo"",""a"",""rmy""]",False
5fc12204fd802e608f984530,1151799941649485825," """"hope is everywhere-keep going  - @bts_twt""""","[""hope"",""is"",""everywhere"",""keep"",""going"",""bts_twt""]",True
5fc12204fd802e608f984531,939641709448675328," """"army and librarian -- fan account""""","[""army"",""and"",""librarian"",""fan"",""account""]",True
5fc12204fd802e608f984532,1014867418940919809," """"organic\ud83d\udc51 fan account""""","[""organic"",""ud83d"",""udc51"",""fan"",""account""]",False
5fc12204fd802e608f984533,954413460636553216," """"hi :)""""","[""hi""]",False
5fc12204fd802e608f984534,860308179716014086," """"10/6/18. 05/11/19.""""","[""10"",""6"",""18"",""05"",""11"",""19""]",False
5fc12204fd802e608f984535,699424729338376192, nan,"[""nan""]",False
5fc12204fd802e608f984536,1237669107006242816," """"i love bangtan! i love army!!","[""i"",""love"",""bangtan"",""i"",""love"",""army""]",True
5fc12204fd802e608f984537,1072985528767791104," """"hi i'm an army first & foremost but also an aroha  stay  atiny & moa not a solo stan for any of these groups every member is special for all of them fan account""""","[""hi"",""i"",""m"",""an"",""army"",""first"",""foremost"",""but"",""also"",""an"",""aroha"",""stay"",""atiny"",""moa"",""not"",""a"",""solo"",""stan"",""for"",""any"",""of"",""these"",""groups"",""every"",""member"",""is"",""special"",""for"",""all"",""of"",""them"",""fan"",""account""]",True
5fc12204fd802e608f984538,3185161170," """"we\u2019re too young and immature to give up  you idiot.","[""we"",""u2019re"",""too"",""young"",""and"",""immature"",""to"",""give"",""up"",""you"",""idiot""]",False
5fc12204fd802e608f984539,818917797199839233," """"nurse. i sell shoes and bags. business account @bellas_empire. i just came here to laugh""""","[""nurse"",""i"",""sell"",""shoes"",""and"",""bags"",""business"",""account"",""bellas_empire"",""i"",""just"",""came"",""here"",""to"",""laugh""]",False
5fc12204fd802e608f98453a,1040724170953252864," """"\u27ed\u27ec @bts_twt fan account\n\u27ec\u27ed ot7\n\u27ed\u27ec 00:00 enthusiast\n\u27ec\u27ed i retweet a lot\n\u27ed\u27ec bts only\n\ud83d\udec7 no multi no solo stans no rt deals","[""u27ed"",""u27ec"",""bts_twt"",""fan"",""account"",""n"",""u27ec"",""u27ed"",""ot7"",""n"",""u27ed"",""u27ec"",""00"",""00"",""enthusiast"",""n"",""u27ec"",""u27ed"",""i"",""retweet"",""a"",""lot"",""n"",""u27ed"",""u27ec"",""bts"",""only"",""n"",""ud83d"",""udec7"",""no"",""multi"",""no"",""solo"",""stans"",""no"",""rt"",""deals""]",True
5fc12204fd802e608f98453b,203932978," """"\ud83d\udc9c fan account""""","[""ud83d"",""udc9c"",""fan"",""account""]",False
5fc12204fd802e608f98453c,1120009372137066496," """"fan account - thankful for bts ot7 - my fountain of youth and happy pill; worry. we are already each other's will \"""" ~ bts","[""fan"",""account"",""thankful"",""for"",""bts"",""ot7"",""my"",""fountain"",""of"",""youth"",""and"",""happy"",""pill"",""worry"",""we"",""are"",""already"",""each"",""other"",""s"",""will"",""bts""]",True
5fc12204fd802e608f98453d,1267112929809305604," """"blm ~ ~ ~\ud83c\uddf5\ud83c\udde6\ud83c\udf0e\ud83c\uddfa\ud83c\uddf8 ~ ~ ~ kind to others","[""blm"",""ud83c"",""uddf5"",""ud83c"",""udde6"",""ud83c"",""udf0e"",""ud83c"",""uddfa"",""ud83c"",""uddf8"",""kind"",""to"",""others""]",False
5fc12204fd802e608f98453e,1011056726475530241, nan,"[""nan""]",False
5fc12204fd802e608f98453f,868849135897780225," """"stream dynamite \n#bts_be 2020-11-20""""","[""stream"",""dynamite"",""n"",""bts_be"",""2020"",""11"",""20""]",False
5fc12204fd802e608f984540,944711672245170178," """"i love @bts_twt\nthose who don't have a dream  it's okay. you just have to be happy.""""","[""i"",""love"",""bts_twt"",""nthose"",""who"",""don"",""t"",""have"",""a"",""dream"",""it"",""s"",""okay"",""you"",""just"",""have"",""to"",""be"",""happy""]",True
5fc12204fd802e608f984541,1072985528767791104," """"hi i'm an army first & foremost but also an aroha  stay  atiny & moa not a solo stan for any of these groups every member is special for all of them fan account""""","[""hi"",""i"",""m"",""an"",""army"",""first"",""foremost"",""but"",""also"",""an"",""aroha"",""stay"",""atiny"",""moa"",""not"",""a"",""solo"",""stan"",""for"",""any"",""of"",""these"",""groups"",""every"",""member"",""is"",""special"",""for"",""all"",""of"",""them"",""fan"",""account""]",True
5fc12204fd802e608f984542,1077927714785513472," """"bts = armys / k-drama / only fan account""""","[""bts"",""armys"",""k"",""drama"",""only"",""fan"",""account""]",True
5fc12204fd802e608f984543,2997958590," """"if our existence  music  stage  photos  vids.. if your pain is 100  if we can lessen that to 99 98 97.. with that the value of our existence is enough -@bts_twt""""","[""if"",""our"",""existence"",""music"",""stage"",""photos"",""vids"",""if"",""your"",""pain"",""is"",""100"",""if"",""we"",""can"",""lessen"",""that"",""to"",""99"",""98"",""97"",""with"",""that"",""the"",""value"",""of"",""our"",""existence"",""is"",""enough"",""bts_twt""]",True
5fc12204fd802e608f984544,797985709277614080," """"be kind...""""","[""be"",""kind""]",False
5fc12204fd802e608f984545,944711672245170178," """"i love @bts_twt\nthose who don't have a dream  it's okay. you just have to be happy.""""","[""i"",""love"",""bts_twt"",""nthose"",""who"",""don"",""t"",""have"",""a"",""dream"",""it"",""s"",""okay"",""you"",""just"",""have"",""to"",""be"",""happy""]",True
5fc12204fd802e608f984546,1153283418693615616," """"give @bts_twt grammy // #sope // life goes on  lets live on\ud83d\udda4""""","[""give"",""bts_twt"",""grammy"",""sope"",""life"",""goes"",""on"",""lets"",""live"",""on"",""ud83d"",""udda4""]",True
